Non-Grammar,Full
"IN NNP POS NN , NN MD VBN NN VBD NN , JJ NN , NN NNP , NN JJ NN NN NNP NNP NNP . ","IN NNP POS NN , DT NN MD VB VBN IN DT NN VBN IN DT NN , JJ NN , NN IN DT NNP , NN NN CC JJ NN IN DT NNP NNP NNP . "
"NNP , NNP ","NNP , NNP "
: NN NNS VBD NNP VBG NN NN NNS NNPS MD VB NN . ,: NN NNS VBD NNP IN VBG DT NN IN WP NN IN NNS NNPS MD VB TO VB . 
"DT JJ NN CD CD NN NNP NNP NNP NN MD NN VB NNP CD NN , NNP VBZ NNP NN . ","DT JJ NN IN CD TO CD NNS IN DT NNP NNPS NNP DT NN WDT MD NN DT NN IN DT NNP CD NN , WRB NNP VBZ IN DT NNP NN . "
"NNP NNP NNP NNP , NN NN NN , VBD NN NN NNP NN . ","NNP NNP NNP IN NNP , NN IN DT NN NN , VBD IN JJ NN IN DT NN MD VB DT NN . "
DT NNP NNP VBD RB VBN NNP NNP NNP NN VBN JJ NN NNP CD . ,DT NNP NNP VBD IN PRP VBD RB VBN NNP NNP NNP IN DT NN TO VB PRP IN JJ NN IN NNP CD . 
"DT NN MD VB JJ NN NN , JJ NNS , NNP CD VBD NNP CD NN , NNP VBD . ","DT NN MD VB TO VB JJ NN NN , IN JJ NNS , IN NNP CD TO VB VBN IN DT NNP CD NN , NNP VBD . "
NNS RB VBD NN MD RB VB JJ NN NN NNS NNS VBP JJ NN . ,NNS RB VBD IN DT NN MD RB VB JJ NN IN NN NNS IN DT NNS TO VB DT JJ NN . 
"DT NNP NNS VBD NNP , IN NNP NNP NNP , NN . ","DT NNP NNS VBD IN NNP , IN NNP NNP NNP , WP VBD NN . "
"NNP , NNP ","NNP , NNP "
: NN VBD JJ NN NNS NNP POS JJ NNS NNP . ,: NN VBN TO DT JJ NN NNS IN NNP POS JJ NNS NNP . 
"NNP NNP NNP NNP VBD NN NN NN VBD NNP NNP VBZ NN JJ NNS IN NNP NNP NNP RB NNS IN NNP , NNP NNP VBD CD NNS . ","NNP NNP NNP IN NNP VBD IN DT NN NN NN VBN IN DT NNP NNP IN NNP VBD DT NN IN JJ NNS IN NNP CC NNP NNP TO VB RP NNS IN NNP , DT NNP NNP NN IN CD NNS . "
"WRB VBG VBD , NN VBD , CD CD , VBG NNP , JJ NN VBD NNP NNP NNP NNP . ","WRB DT NN VBN , DT NN VBD , CD TO CD , VBG PRP TO DT NNP , WRB DT JJ NN VBZ VBG VBN IN NNP NNP NNP IN NNP . "
JJS NN VBD NNP NNP NNP NNP . ,JJS IN DT NN VBD VBN IN NNP IN NNP CC NNP NNP . 
DT NN MD VB $ CD $ CD JJ NN NN MD VB JJ NN NN . ,DT NN MD VB IN $ CD TO $ CD DT JJ NN DT NN MD VB TO DT JJ NN NN . 
NNP VBD JJ NN NNP NN NNP JJ NNS VBP NN NNP VBD MD VB VBN JJ NN JJ NNP . ,NNP VBD DT IN DT JJ NN IN NNP TO VB NNP CC JJ JJ NNS VBP NN WDT NNP VBD MD RB VB VBN JJ NN IN JJ NNP . 
"NNS NNS NNP VBG NN NN JJ NNS , RBR JJ NNS MD VB JJ NN , RB NNP POS NN . ","NNS IN JJ NNS IN NNP VBZ VBG IN DT PRP$ NN NN IN JJ NNS , CC IN JJR JJ NNS MD VB RBS IN DT VBG NN , VBD RB VB NNP POS NN . "
"DT NN POS NNS RB JJ NNS IN NNP NNP NNP NNP , NNP ( NNP ) NNP NNP NNP NNP , NNP NNP NNP NNP NNP NNP NNP NNP . ","DT NN POS NNS VBD RB JJ NNS IN NNP NNP NNP IN NNP , NNP ( NNP ) NNP NNP NNP IN NNP , NNP NNP NNP IN NNP CC NNP NNP IN NNP NNP . "
"`` DT JJ NN POS NN `` , VBD NNP . ","`` DT VBZ DT JJ NN POS NN `` , VBD NNP . "
`` NNP NNP NNP NN NNS . ,`` NNP CC NNP NNP MD VB NNS . 
DT MD VB JJ JJ NNS `` . ,DT MD VB DT JJ JJ NNS `` . 
"NNP , NNP ","NNP , NNP "
": DT NNP NN , VBG NNP , VBN NNP NN VBG NN VBN VBG `` JJ NNS `` . ",": DT NNP NN , RB VBG IN DT NNP , VBD NNP DT NN VBG DT NN VBD VBG `` JJ NNS `` . "
"NNP NNP NNP NNP , VBZ NN NNP NN NNS , MD VB CD CD NN NNS JJ `` NN NNS `` NNS VBN VB JJ JJ JJ NN VBG NN . ","NNP NNP NNP NNP , WP VBZ NN IN DT NNP NN NNS , MD VB IN CD TO CD NN NNS DT JJ `` NN NNS `` NNS VBN TO VB DT NN CC JJ JJ NN VBG NN . "
DT JJ NN POS NN NN CD NN NNS . ,DT JJ NN POS NN IN NN VBZ CD NN NNS . 
NNP RB MD VB JJ JJ NNS VBP CD NN NNS NN JJ NN . ,NNP RB MD VB JJ JJ NNS TO VB IN JJS CD NN NNS NN IN DT NN PRP VBP VBG . 
DT NN JJ NN NN MD JJ NNS . ,DT NN IN DT JJ NN NN MD VB IN JJ NNS . 
"`` DT NN NN POS JJ NNS , NN , NN NNP , RB VBN NN NNS , VBD JJ JJ NNS `` , VBD NNP . ","`` DT NN IN DT NN POS NN IN NNS , NN , NN CC NNP , RB WP VBZ RB VBN NN NNS , VBZ RB VBN TO VB IN DT JJ NNS `` , VBD NNP . "
NNP NNS NNP VBD NNP NNS . ,NNP NNS IN NNP VBP RB VBN TO VB DT NN NNS . 
JJ CD NNS RB VBD NNP NNS NN . ,CD IN DT CD NNS RB VBD NNP IN NNS IN DT NN . 
"NNP , NNP ( NN . ) ","NNP , NNP ( NN . ) "
": DT NN VBZ NNP NNP NNP VBD NNP NNP NNP NNP NNP , NNP NN POS JJ NN . ",": DT NN IN NNS IN NNP NNP NNP VBZ VBN NNP NNP NNP NNP IN NNP , NNP IN DT NN POS JJ NN . "
"NNP NNP VB NNP NNP NNP NNP , NN JJ JJ NN NN . ","NNP NNP MD VB NNP NNP NNP NNP , WP MD VB IN DT NN IN DT JJ NN NN . "
NNP NNP VBZ VBN NNP NNP NN NNP NNP . ,NNP NNP VBZ DT JJ NN IN NNP NN IN DT NNP IN NNP . 
"PRP RB VBD NNP NNP NN NNP NNP CC PRP NNP NNP NNP NN NNP NNP NNP , NNP , NNP . ","PRP RB VBD DT NN IN NNP NN IN NNP NNP CC PRP NNP CC DT NNP IN NNP NN IN NNP NNP NNP , NNP , NNP . "
"IN NN , NNP NNP VBD NNP NNP NNP NNP NNP NNP NNP . ","IN NN , NNP NNP VBZ VBN IN NNP NNP NNP NNP CC NNP NNP IN NNP . "
"IN NN NN , NNP NNP VBP NN NN NN NN . ","IN PRP$ NN NN , NNP NNP VBD NN IN PRP$ NN NN CC VBD DT NN NN . "
"NNP NNP VBD RB JJ NNP JJ NNS , RB JJ NN NNP , NNP , NNP NNP , NN NNP NNP , NN NN NN NNP NNP , NNP , NNP NNP . ","NNP NNP VBZ VBN IN NN CC NN IN NNP JJ NNS , IN NN CC JJ NN IN NNP , NNP , NNP NNP , IN DT NN IN DT NNP IN NNP , CC IN DT NN NN IN NN IN NNP NNP , NNP , NNP NNP . "
PRP VBD NN NN NNP NNP NNP NNP . ,PRP VBZ VBN IN DT NN NN CC VBD IN DT NNP NNP IN DT NNP NNP . 
"NNP , NNP ( NN . ) ","NNP , NNP ( NN . ) "
: NNS CD NNS NNP NNP NNP NNP JJ JJ NN IN NN NNP . NNP NNP NNP . ,: NNS IN DT CD NNS IN DT NNP NNP NNP NNP VBP VBN VBN IN DT JJ NN IN DT NN IN NNP . NNP NNP NNP . 
NNP JJ NN JJ NN NN VBN NN NN `` JJ NN `` NNS NN NN JJ NNS NN . ,NN CC JJ NN IN JJ NN IN NN VBD VBN IN NN IN DT NN IN DT `` JJ NN `` JJ NN IN DT NN TO JJ NNS NN . 
"DT NN , VBG NN RB JJ NNP NN NNP VBZ NNP NNP NNP NN VBG NN , VBD CD JJ NN NNS VBN VB VBG NNP NN NN . ","DT NN , VBG DT NN RB NN IN DT NNP NN IN NNP NN IN DT NNP NNP NNP NN VBG NN , VBD CD JJ NN NNS VBN TO VB DT VBG NNP NN NN . "
"DT NN VBD JJ NN NN `` CD JJ NNS NN NN , NN , NNP NN `` . ","DT NN VBD JJ NN IN NN `` CD IN DT RBS JJ NNS IN NN NN , NN , CC NNP NN `` . "
`` NNP VB NN `` ,`` NNP VB NN `` 
"DT JJ NN NNP CD NNS JJ CD CD NNS , VBD NNP NNP NNP , NN NNP NNP NNP CC NNP , NN NN . ","DT JJ NN IN NNP TO JJR IN CD NNS IN DT NN VBZ CD CD NNS , VBD NNP NNP NNP , NN IN NNP NNP NNP CC NNP , NN NN . "
"`` PRP MD VB NNS JJ NNS VBP IN NNP NN `` , NNP VBD . ","`` PRP MD VB DT NNS WDT VBP VBN DT NNS TO VB IN NNP IN NN `` , NNP VBD . "
"DT NN NNP NNS NN , NNP VBD , NN JJ NN RB CD NNS : RB JJ NNS NN NN NN . ","DT NN IN NNP NNS MD VB , NNP VBD , WRB DT NN VBZ JJ TO VB RB IN CD NNS : RB JJ NNS CC NN IN NN IN IN NN . "
"DT , VBD , `` CD JJ JJ NNS NN NNS VBG NNP `` . ","DT , PRP VBD , VBP `` CD IN DT JJ JJ NNS IN NN NNS VBG TO NNP `` . "
NNP NN ,NNP IN NN 
JJ NNS VBN NN : ,JJ NNS VBN IN DT NN VBP : 
"NN NNP NN NNS VBP VBG NNS , VBG NNS , VBZ VBG NN NN . ","NN IN DT NNP NN TO DT NNS IN NN VBG IN DT NNS , VBG DT NNS , IN DT NN IN VBG NN NN . "
NN NNS RB JJ NNS NN NN NN . ,NN NNS RB RB IN JJ IN DT NNS CC NN IN NN CC NN . 
"JJ NNS JJ NNS JJ NN VBD NNS VBG JJ NN NN , NNP NNP NNP NNP VBD NNP NN NN . ","JJ NNS IN DT NNP NNS JJ NN VBD NNS VBG PRP$ NN IN DT NN IN PRP$ NN , NNP NNP NNP NNP VBD VBN IN NNP NN NN . "
"DT NN NNP NNP , NN NN NN , VBD NNS VBN VBP JJ CD NNS VBG CD JJ NNS NN . ","DT NN IN NNP NNP , NN NN NN , VBD NNS CC VBD VBN IN DT NN TO DT NN IN DT CD NNS VBG DT CD JJ NNS RB IN NN . "
"NNS VBN NN VBD NNP NNP NN NN , NNP NNP , CD , JJ NN . ","NNS VBD DT NN WRB PRP VBD NNP NNP TO VB PRP$ NN , NNP NNP , CD , DT JJ NN . "
NNS VBN VBP JJ NN NN . ,NNS VBD DT NN IN DT JJ NN VBD IN IN DT NN . 
NNS JJ NNS ,NNS JJ NNS 
"`` DT NNS MD RB JJ NN `` , NNP VBD NN . ","`` DT NNS MD VB RB JJ TO PRP$ NN `` , NNP VBD DT NN . "
`` DT NNS RB VBD VBD VBG VBN NN . ,`` DT IN DT NNS RB VBD PRP VBD PRP VBD VBG VBN NN . 
PRP JJ VB JJ NN NNS VBD NNS VBG NNS `` . ,PRP VBZ JJ TO VB DT JJ NN WRB DT IN DT NNS VBD NNS VBG PRP CC NNS `` . 
"NNP NNP VBD NN VBN , `` PRP VBP NNS VBD NNS VBG `` . . ","NNP NNP VBD IN DT NN CC VBD , `` PRP VBP DT IN DT NNS VBD NNS VBG DT `` . . "
"`` UH , JJ `` , VBD NNP . ","`` UH , PRP$ NN `` , VBD NNP . "
"`` WP VBZ , JJ , JJ NN NN . ","`` WP DT VBZ TO , IN JJ , VBZ IN EX MD VB DT JJ NN IN DT NN . "
EX NN IN NNS `` . ,EX VBZ DT NN IN DT NNS `` . 
"NNP , NNP CD ","NNP , NNP CD "
: NNP NNP NN VBD RB NNP NNP NN NN NN NN VBG NNP NN NN NN NN NN JJ NNS JJ NN NN . ,: NNP NNP NN VBD RB JJ NNP NNP NN TO VB PDT PRP$ NN CC NN TO VBG IN DT NNP NN NN PRP MD VB NN NN TO DT JJ NNS IN JJ NN CC NN . 
DT NNP VBD JJ JJ NN NN NNP NNP VBG JJ JJ NNS NN VBP NNP NNP VBZ NNP VBD NN . ,DT NNP VBD RB IN DT NN IN PRP$ NN NN IN NNP NNP VBG DT JJ NN IN NNS IN DT NN IN DT NN IN NNP NNP NNS IN NNP IN WP PRP VBD IN NN . 
"RB NNP NNP VBD NNP NN NNP NNP , NNP . , NNP NNP NN VBD NN NN RB `` JJ NN VBP `` IN NN . ","RB IN DT NNP NNP VBD TO NNP IN NN IN NNP NNP , NNP . , DT NNP NNP NN VBD DT NN NN RB VBD `` RB DT NN TO VB `` IN NN . "
NNS VBD ,NNS VBP VBN 
"VBN NN , NNP NNP , NNP NNP NN NN , VBD , `` PRP MD VB POS NNS VBP JJ JJ NNS `` . ","VBN TO VB , NNP NNP , NNP NNP NN NN , VBD , `` PRP MD VB PRP VBZ VBD TO VB JJ JJ JJR NNS `` . "
"NNP VBD NN NNP NNP , NNS , NNS NN RB JJ NN NN , RB JJ NN NNS NN VBZ JJ JJS NNP NN VBD NNP POS NNS NNS NN . ","NNP VBD DT NN NNP NNP , NNS , CC NNS IN PRP$ NN VBD VBG IN DT NN VBN NN CC NN , RB IN JJ JJ NNS IN NN NNS TO VB DT JJS NNP NN VBN IN NNP POS NNS CC NNS IN DT NN . "
"DT JJ CD NNS NN NNP CD NN VBN NN NNP NNP NNP NNP NNP , VBN NN VBN NN `` JJ RB JJ VBZ `` . ","DT JJ CD NNS IN DT NN IN DT NNP CD NN VBD VBN NN IN VBG NNP NNP NNP NNP , WP VBD IN DT NN VBD NN `` IN JJ CC RB JJ VBZ `` . "
NNP VBD NNS VBN NN `` RB JJR NN NN NN `` CD NNS . ,NNP VBD IN DT NNS VBD DT NN `` IN RB JJR NN IN DT NN CC NN `` IN DT CD NNS . 
PRP VBD NN VBN `` JJ JJ NNS VBZ `` . ,PRP VBD NN VBD VBN `` IN NN IN DT JJ NNS IN NNS `` . 
NNP POS NN VBD CD CD NNS . ,NNP POS NN VBD TO CD IN DT CD NNS . 
IN CD NNS VBD NN `` JJ NN NN `` . ,IN DT CD JJ NNS PRP VBD IN DT NN VBD VBN `` JJ TO VB DT NN `` . 
"NNP NNS RB VBD CD NNS CD NNS NNP NNP NNP , JJ NN . ","NNP NNS RB VBD VBN VBN IN CD NNS IN CD NNS IN NNP NNP NNP , JJ NN . "
NNP NN NNS ,NNP NN NNS 
"NNP VBD RBR NN NNS VBN JJ NN VBD CD NNS VBN NN NN , JJ NNS JJ NNS NN , VBP JJ NN . ","NNP VBD IN RBR NN NNS IN PRP VBD JJ NN NNS TO IN CD NNS VBN IN DT NN NN , VBD DT NNS IN DT NNP NNS NN , CC VBD RB VB PRP IN DT JJ NN . "
"NNP NNP , NN NN NNS CD JJ CD NN , VBD NN VBN NN . ","NNP NNP , NN IN NN NNS IN DT CD NN IN DT CD NN , VBD DT NN VBD NN . "
NNP VBD RB NN VBN NN . ,NNP VBZ VBN RB DT NN VBD VBN IN VBG . 
NNP VBD `` JJ NN `` NNP VB NNS `` RB JJ JJ NN NN `` . ,NNP VBD PRP VBD DT `` JJ NN `` IN NNP TO VB NNS `` RB CC IN IN DT JJ NN NN `` . 
PRP VBD VBN `` JJ NN `` JJ NN VBZ . ,PRP VBD DT VBD DT `` RB JJ IN `` IN DT NNP NN VBZ . 
"`` RB , IN NN MD VB JJ NNP NN NNP NN , JJ NN NN NN NN NN `` , VBD NNP , NNP NN NNP NNP NNP VBG NNP NNP NN . ","`` RB , DT NN IN DT NN MD VB VBN DT NN IN DT NNP NN IN NNP NN , JJ NN IN DT NN IN DT NN VBZ RB DT NN IN DT NN `` , VBD NNP , WP VBZ DT NNP NN IN NNP NNP NNP VBG IN NNP NNP NN . "
VBN CD NNS ,VBN CD NNS 
NNP VBD NN VB CD NNS VBG CD NNS . ,NNP VBD VBN VBN DT NN TO VB CD NNS VBG CD NNS . 
"NNP VBD JJ NNS NNS `` JJ `` NN NN , NNS MD VBN CD NN VBN DT . ","NNP VBD VBN DT JJ NNS IN DT NNS IN `` JJ `` NN IN DT NN , IN WDT NNS MD VB VBN IN CD NN CC VBN TO DT . "
"DT NNS VBD NNS CD , CD , CD NNS CD NN , CD CD NNS CD NN , CD JJ CD NN , CD JJ CD NN . ","DT NNS VBN NNS IN DT CD , CD , CC CD NNS IN DT CD NN , DT CD CC CD NNS IN DT CD NN , DT CD NN IN DT CD NN , CC DT CD NN IN DT CD NN . "
DT NN NNS CD JJ CD RB NN RB VBN NN NNP . ,DT NN IN DT NNS IN DT CD NN IN DT CD NN VBD VBN VBN RB CC VBN IN NN IN NNP . 
CD NNS RB VBP . ,CD JJ NNS RB VBD IN NN . 
NNS NN VBG ,NNS NN VBG 
"IN VBG NN VBG CD JJ NN , NNP VBD NNP CD NNS VBN NN RB JJ NNS NN , MD VB . ","IN VBG PRP$ NN VBG DT CD NN NN , NNP VBD NNP IN IN DT CD NNS VBN IN NN RB JJ NNS WP VBD VBN RB , PRP MD VB PRP . "
"NNP , NNP CD ","NNP , NNP CD "
: NNP NNP NN VBD CC JJ JJ NN NN WRB JJ NN NNS CD CD JJ NNS MD VBN VB JJ JJ NNS CD CD NNPS CD VBN JJ NN NN NN NNS . ,: NNP NNP NN VBD DT JJ JJ JJ NN NN WRB JJ NN NNS IN CD CD JJ NNS MD VB VBN TO VB DT NN CC DT JJ JJ NNS IN CD CD NNPS IN CD WP VBP VBN IN JJ NN CC NN NN NNS . 
"DT NNP , JJ NN NNP , VBD VBN NN NN VBZ JJ JJ NNS VB JJ JJ NNS , VB CD JJ JJ CD JJ JJ NNS , VBP NN NN NN JJ JJ NN . ","DT NNP , IN DT JJ NN TO NNP , VBN IN IN PRP$ VBN NN NN VBZ IN JJ JJ NNS TO VB JJ CC JJ NNS , VB CD JJ JJ CC CD JJ JJ NNS , CC VBP NN NN NN CC JJ JJ NN . "
"DT VBN NN NN , JJ CD NNP VBD JJ NN NN , NN NNP NN . ","DT VBN NN NN , JJ TO CD DT NNP VBD JJ NN IN DT NN , DT NN IN NNP NN . "
PRP VBD NNP JJ NN . ,PRP VBD VBN IN NNP JJ NN . 
NNP $ CD NN ,NN RB TO $ CD DT NN 
PRP MD VB VBG JJ NN NN NN JJ $ CD NN NNS VBG NNS . ,PRP MD VB VBN IN VBG DT JJ NN NN NN IN RB JJ IN $ CD DT NN IN DT IN DT NNS RB VBG JJ NNS . 
DT JJ NN NN NN CD IN NN : CD IN NN NN NN : JJ $ CD NN IN NN . ,DT JJ NN NN NN VBZ RB CD IN NN : CD IN NN IN DT NN CC NN : IN DT JJ $ CD IN NN IN NN . 
DT NNP NN RB MD VB VB $ CD NN NN NN CD IN NN : CD IN NN . ,DT NNP NN RB MD VB DT NN TO $ CD DT NN CC DT NN NN TO CD IN NN : CD IN NN DT . 
NNP NN NN NNS MD VBN VB NN NN . ,NNP NN NN NNS MD VB VBN IN DT IN DT NN NN NN . 
"DT NN NN MD RB VB CD IN NN VBG NNP CD , CD , NN VBD , FW RB VBN VBP CD IN NN NN VBP JJ NN NNS . ","DT NN NN MD RB VB TO CD IN NN VBG NNP CD , CD , IN DT NN VBZ VBN , IN DT NN VBZ RB VBN TO VB RP IN CD IN NN IN DT NN TO VB IN JJ JJ NN NNS . "
NNS MD VB ,NNS MD VB 
"NNS VBD JJ NN NN JJ NN MD VB CD CD NNS JJ NNS VBN MD VB CD CD JJ NN , CD . ","NNS VBD DT JJ NN NN IN DT JJ NN MD VB TO CD CD NNS CC DT JJ NNS VBN RP MD VB CD CD CC JJR IN DT JJ NN , CD . "
DT NNS MD VB RB RB NNS . ,DT NNS MD VB RBR IN CD NNS . 
JJ NNS NNP NN NN MD VB JJ NNS CD CD CD CD NNS IN CD NNS . ,JJ NNS IN DT NNP NN NN MD VB JJ NNS IN CD CD TO CD CD NNS IN DT JJ CD NNS . 
"DT MD VB JJ , NN , NNS . ","DT MD VB VBN IN IN IN JJ , RB NN , NNS . "
NN NN NN ,NN NN NN 
DT VBN NN NN VBZ NNS NNS CD JJ NN NN NN NNS : CD ,DT VBN NN NN VBZ DT NNS IN NNS IN CD WP VBP IN DT JJ NN CC NN NN NNS : CD 
"NNP NN NN NNS VBZ CD NNS RB , IN NN MD VB $ CD NN NN RB CD NNS . ","NNP NN IN NN NNS IN NNS RB TO CD NNS IN DT NN , IN IN DT NN MD VB $ CD DT NN IN DT NN IN DT JJ CD NNS . "
CD ,CD 
NNP NN NN NN NNS CD NNS VBG NN NN . ,NNP NN IN NN NN NNS IN IN TO CD NNS VBG NN IN DT NN . 
DT NN MD VB CD NNS JJ NN NN NN `` NN NN `` VBG NN NN NN NN NN NN . ,DT NN MD VB RP TO CD NNS JJ NN NN NN IN DT `` NN NN `` VBG JJR IN JJ NN IN DT WP VBP NN CC JJ NN IN DT JJ NN . 
CD ,CD 
NNP NN NN JJ NN NNS JJ $ CD NN . ,NNP NN NN JJ NN IN DT NNS IN NN IN $ CD DT NN . 
CD ,CD 
NNP VBG JJ NNS NN CD NNS NN . ,NNP VBG JJ NNS IN NN IN IN TO CD NNS DT NN . 
DT NNP VBD NNP JJ NN VBD NN VBG NNS NNS VBP VB JJ NNS RB VBN . ,DT NNP VBD IN NNP JJ NN VBD DT NN VBG NNS TO NNS TO VB VB JJ NNS IN DT NN VBD . 
NNP NN JJ ,NNP NN JJ 
"PRP VBD NN VBN `` NN NNS NNS VBP JJ NN NNS POS NN , RB VBD JJ NNS : NNS : VBD JJ NN NN `` . ","PRP VBD PRP$ NN VBZ VBN TO `` VB DT NNS IN DT NNS WP VBP DT JJ TO VB NN IN DT NNS POS NN , CC WP VBP RB VBN IN DT NN IN PRP$ NNS : CC DT IN PRP$ NNS : VBN IN DT JJ NN NN `` . "
"`` DT JJ NN VBN RBR RB JJ NNS `` , VBD , `` NN '' JJ POS NNS VBP VBG JJ NN NNS . ","`` DT VBZ DT RB JJ NN NN TO VB RB JJ NNS `` , PRP VBD , `` CC IN JJ POS NN '' NNS TO VB DT NN CC JJ NN IN PRP$ NNS . "
`` DT NN VBD NN . ,`` DT VBZ RB DT NN IN JJ NN . 
PRP NN NN NN NNS VBP JJ NN NN . ,PRP VBZ DT NN IN NN IN NN NNS IN JJ NN IN NN VBN . 
DT NN JJ NN NN `` . ,DT NN MD VB PRP$ JJ NN CC NN `` . 
MD RB VB NNS ,MD RB VB NNS 
DT NN VB NN NNS . ,DT NN VBZ RB VB NN NNS . 
PRP MD RB VB NN . ,PRP MD RB VB VBN IN DT NN . 
"RB VBN NN NN NNP POS JJ JJ NNS JJ NNS , NNS VBP JJ JJ NN NNS . ","RB IN DT VBN NN NN DT NNP POS RBS JJ CC JJ NNS VBD IN JJ NNS , CC NNS TO VB CC VB JJ CC JJ NNS . "
DT NNP VBD NN POS CD JJ CD JJ NNS JJ NN NN VBN NN VBG VBP NN NN . ,DT NNP VBD DT NN POS CD JJ CC CD JJ NNS MD RB RB VB DT NN NN VBN TO VB DT VBG NN IN NN NN . 
"RB , VBD , JJ VBD JJ NNS VBG JJ NN MD RB VB VBG NNS . ","RB , PRP VBD , JJ VBD JJ NNS VBP RB VBG IN NN CC NN IN PRP MD RB VB DT NN NNS . "
NNS NNS ,NNS TO NNS 
DT NN NN MD VB JJ NNS JJ JJ NN JJ $ CD NN NN JJ NN NNS . ,DT NN NN MD VB JJ NNS TO DT JJ CC JJ NN JJ TO $ CD DT NN IN NN IN DT JJ NN NNS . 
"DT NNS MD VB NN NN JJ NNS , VBN NN , $ CD NN IN NN . ","DT NNS MD VB DT NN TO VB JJ NNS , VBN IN NN , IN IN TO $ CD DT NN IN NN . "
"IN NN , NN MD VB $ CD `` NN NN `` JJ NNS $ CD NN NNS . ","IN NN , DT NN MD VB DT $ CD `` NN IN NN `` NN TO DT NNS IN DT $ CD IN NN NNS . "
NNS VBD JJ NNS MD VB CD CD NNS JJ NN MD VB CD NNS CD . ,NNS VBD DT JJ NNS MD VB CD CD NNS DT JJ NN CC MD VB RB TO CD NNS IN CD . 
DT NNP VBD JJ `` JJ NNS `` VBG CD CD NNS CD NNS VBG JJ JJ NN NNS VBG NN VBG NNS . ,DT NNP VBD JJ `` JJ NNS `` VBG CD CD NNS IN CD NNS IN VBG JJ JJ CC JJ NNS CC VBG DT NN IN VBG NNS . 
RBR JJ NNS ,JJR IN NN NNS 
"IN NN `` NN NN NNS `` , NNP VBD VBG JJ CD CD NN NN JJ NNS VBG NN NN . ","IN DT NN IN `` NN NN NNS `` , DT NNP VBD IN VBG DT JJ CD CD NN DT NN JJ NNS IN NN NN NN . "
PRP VBD DT CD CD NN `` JJ `` NN `` JJ NNS `` NNS VBP VBG NNS . ,PRP VBD IN DT CD CD NN `` JJ `` NN IN `` JJ NNS `` TO NNS TO VB NN NNS . 
PRP VBD NNS JJ JJ JJ NNS . ,PRP RB VBD NNS IN DT JJ NN IN JJ NNS . 
"IN JJ NN NN , NNP VBD NN RB VB NNS NNS NNS POS NN . ","IN DT NN NN NN , DT NNP VBD PRP MD VB RB DT NN IN NNS IN NNS IN DT NNS POS NN . "
PRP RB VBD NNP VB JJ JJ NN NN NN . ,PRP RB VBD NNP TO VB NN IN DT JJ NN NN NN . 
NNP NN NNS ,NNP NN NNS 
DT NNP VBD JJ NNP NN NNS VBZ JJ NN . ,DT NNP VBD PRP MD VB NNP TO VB NNS TO NNS IN JJ NN . 
PRP VBP RB . ,PRP VBD RB VB IN WRB JJ . 
"IN JJ NN VBD CD CD NN NN NN , CD CD NNS , VBG NNS VBG NN NNS . ","IN JJ NN PRP VBD DT CD CD NN DT NN NN , IN CD TO CD NNS , IN VBG NNS IN NN NN NNS . "
"DT NNP VBD RB JJ VBG , JJ NN , CD CD NNS JJ NN JJ NN NN NN . ","DT NNP VBD PRP MD RB VB VBG , IN DT JJ NN , DT CD CD NNS IN DT JJ NN IN JJ NN NN IN NN . "
"DT NNP VBD NNS VBP `` JJ NNS JJ NN NN : NNS , NN , NNS , NNS , VBZ VBP `` . ","DT NNP VBD PRP$ NNS VBP DT `` JJ NNS IN DT JJ NN NN : NNS , NN , NNS , NNS , CC DT NNS TO VB IN PRP `` . "
NN VBD ,NN IN VBN 
JJ NN NN IN VBN NNS . ,JJ NN TO DT NN VBD RB VBN NNS . 
NNS JJ NN VBD VBG JJ JJ NN NN VBD NNP POS NN . ,NNS WP JJ NN VBD VBG NN IN DT JJ NN NN VBD DT NNP POS NN . 
DT VBD JJ NN JJ NN VBD NN . ,DT WP VBD DT JJ NN JJ NN VBD DT NN . 
NNP NNP NNP NNP ( NNP ) NNP JJ NNP NNP NNP ( NNP . ) VBD NN NN NN NN NN JJ NN . ,NNP NNP NNP NNP ( NNP ) CC NNP NNP NNP NNP NNP ( NNP . ) VBD DT NN VBD RB VB PRP TO VB PRP$ NN TO VB JJ NN . 
NNP VBD JJ NN NN VBN JJ NN VBN JJ NN RB . ,NNP VBD DT JJ NN NN VBN JJ NN MD VB VBN DT JJ NN RB . 
"NNP NNP NNP NNP ( NNP , NNP . ) VBD NNP NN `` JJ JJ NN `` , VBN NN NN NNP . ","NNP NNP NNP NNP ( NNP , NNP . ) VBD DT NNP NN `` DT JJ JJ NN `` , CC VBD DT NN IN PRP$ NN IN DT NNP . "
"NNP , NNP CD ","NNP , NNP CD "
": VBG RB NNP NNP NN , NNP NN VBD NNP NNP NNP NN POS JJ NN NN . ",": VBG RB IN NNP NNP NN , DT NNP NN VBD NNP NNP NNP IN DT NN POS JJ NN NN . "
RB CD NNS NN NN NN . ,RB CD NNS VBD IN DT NN CC EX VBD DT NN NN . 
DT NN VBN `` JJ `` `` NNS `` NN . ,DT NN IN JJ `` IN `` CC `` NNS `` VBD NN . 
JJ NNP NNS VBD NN NN NN NNP NN NN NN NN NN NN . ,JJ NNP NNS VBD VBN IN NN TO VB NN IN DT NNP NN IN NN IN DT NN CC NN NN NN . 
